cluster_id,affiliation_variant,occurrence_count,sources,canonical_key,display_name,fingerprint_key,token_key,suggested_canonical,match_reason,priority,cluster_variant_count,cluster_total_occurrences,canonical_keys_differ,country_suffix_only,needs_review,confirmed_same,approved_canonical
C0095,Perry Institute for Marine Science,35,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Perry Institute for Marine Science,Perry Institute for Marine Science,perry institute for marine science,institute marine perry science,Perry Institute for Marine Science,token_key,low,3,41,False,True,True,,
C0095,"Perry Institute for Marine Science, Colombia",4,delegates; delegates_raw,Perry Institute for Marine Science,Perry Institute for Marine Science,perry institute for marine science,institute marine perry science,Perry Institute for Marine Science,token_key,low,3,41,False,True,True,,
C0095,"Perry Institute for Marine Science, United States",2,delegates; delegates_raw,Perry Institute for Marine Science,Perry Institute for Marine Science,perry institute for marine science,institute marine perry science,Perry Institute for Marine Science,token_key,low,3,41,False,True,True,,
C0200,Conservation Society of Pohnpei,37,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Conservation Society of Pohnpei,Conservation Society of Pohnpei,conservation society of pohnpei,conservation pohnpei society,Conservation Society of Pohnpei,token_key,low,2,41,False,True,True,,
C0200,"Conservation Society of Pohnpei, Micronesia, Federated States of",4,delegates; delegates_raw,Conservation Society of Pohnpei,Conservation Society of Pohnpei,conservation society of pohnpei,conservation pohnpei society,Conservation Society of Pohnpei,token_key,low,2,41,False,True,True,,
C0401,Nagoya University,37,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Nagoya University,Nagoya University,nagoya university,nagoya university,Nagoya University,token_key,low,2,41,False,True,True,,
C0401,"Nagoya University, Japan",4,delegates; delegates_raw,Nagoya University,Nagoya University,nagoya university,nagoya university,Nagoya University,token_key,low,2,41,False,True,True,,
C0478,Reef Conservation,35,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Reef Conservation,Reef Conservation,reef conservation,conservation reef,Reef Conservation,token_key,low,2,41,False,True,True,,
C0478,"Reef Conservation, Mauritius",6,delegates; delegates_raw,Reef Conservation,Reef Conservation,reef conservation,conservation reef,Reef Conservation,token_key,low,2,41,False,True,True,,
C0532,Suganthi Devadason Marine Research Institute,33,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Suganthi Devadason Marine Research Institute,Suganthi Devadason Marine Research Institute,suganthi devadason marine research institute,devadason institute marine research suganthi,Suganthi Devadason Marine Research Institute,token_key,low,2,41,False,True,True,,
C0532,"Suganthi Devadason Marine Research Institute, India",8,delegates; delegates_raw,Suganthi Devadason Marine Research Institute,Suganthi Devadason Marine Research Institute,suganthi devadason marine research institute,devadason institute marine research suganthi,Suganthi Devadason Marine Research Institute,token_key,low,2,41,False,True,True,,
C0583,University College London,37,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University College London,University College London,university college london,college london university,University College London,token_key,low,2,41,False,True,True,,
C0583,"University College London, United Kingdom",4,delegates; delegates_raw,University College London,University College London,university college london,college london university,University College London,token_key,low,2,41,False,True,True,,
C0635,University of Pennsylvania,35,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Pennsylvania,University of Pennsylvania,university of pennsylvania,pennsylvania university,University of Pennsylvania,token_key,low,2,41,False,True,True,,
C0635,"University of Pennsylvania, United States",6,delegates; delegates_raw,University of Pennsylvania,University of Pennsylvania,university of pennsylvania,pennsylvania university,University of Pennsylvania,token_key,low,2,41,False,True,True,,
C0645,University of South Florida,35,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of South Florida,University of South Florida,university of south florida,florida south university,University of South Florida,token_key,low,2,41,False,True,True,,
C0645,"University of South Florida, United States",6,delegates; delegates_raw,University of South Florida,University of South Florida,university of south florida,florida south university,University of South Florida,token_key,low,2,41,False,True,True,,
C0048,University of Michigan,19,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University Of Michigan,University Of Michigan,university of michigan,michigan university,University Of Michigan,token_key,low,4,40,False,True,True,,
C0048,University Of Michigan,15,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,University Of Michigan,University Of Michigan,university of michigan,michigan university,University Of Michigan,token_key,low,4,40,False,True,True,,
C0048,"University of Michigan, United States",4,delegates; delegates_raw,University Of Michigan,University Of Michigan,university of michigan,michigan university,University Of Michigan,token_key,low,4,40,False,True,True,,
C0048,"University Of Michigan, United States",2,delegates; delegates_raw,University Of Michigan,University Of Michigan,university of michigan,michigan university,University Of Michigan,token_key,low,4,40,False,True,True,,
C0257,Florida Atlantic University - Harbor Branch,34,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Florida Atlantic University - Harbor Branch,Florida Atlantic University - Harbor Branch,florida atlantic university - harbor branch,atlantic branch florida harbor university,Florida Atlantic University - Harbor Branch,token_key,low,2,40,False,True,True,,
C0257,"Florida Atlantic University - Harbor Branch, United States",6,delegates; delegates_raw,Florida Atlantic University - Harbor Branch,Florida Atlantic University - Harbor Branch,florida atlantic university - harbor branch,atlantic branch florida harbor university,Florida Atlantic University - Harbor Branch,token_key,low,2,40,False,True,True,,
C0346,Konservasi Indonesia,36,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Konservasi Indonesia,Konservasi Indonesia,konservasi indonesia,indonesia konservasi,Konservasi Indonesia,token_key,low,2,40,False,True,True,,
C0346,"Konservasi Indonesia, Indonesia",4,delegates; delegates_raw,Konservasi Indonesia,Konservasi Indonesia,konservasi indonesia,indonesia konservasi,Konservasi Indonesia,token_key,low,2,40,False,True,True,,
C0419,National Research and Innovation Agency,36,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,National Research and Innovation Agency,National Research and Innovation Agency,national research and innovation agency,agency innovation national research,National Research and Innovation Agency,token_key,low,2,40,False,True,True,,
C0419,"National Research and Innovation Agency, Indonesia",4,delegates; delegates_raw,National Research and Innovation Agency,National Research and Innovation Agency,national research and innovation agency,agency innovation national research,National Research and Innovation Agency,token_key,low,2,40,False,True,True,,
C0465,Qatar University,38,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Qatar University,Qatar University,qatar university,qatar university,Qatar University,token_key,low,2,40,False,True,True,,
C0465,"Qatar University, Qatar",2,delegates; delegates_raw,Qatar University,Qatar University,qatar university,qatar university,Qatar University,token_key,low,2,40,False,True,True,,
C0548,Texas State University,34,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Texas State University,Texas State University,texas state university,state texas university,Texas State University,token_key,low,2,40,False,True,True,,
C0548,"Texas State University, United States",6,delegates; delegates_raw,Texas State University,Texas State University,texas state university,state texas university,Texas State University,token_key,low,2,40,False,True,True,,
C0237,Earth Sciences New Zealand,33,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Earth Sciences New Zealand,Earth Sciences New Zealand,earth sciences new zealand,earth new sciences zealand,Earth Sciences New Zealand,token_key,low,2,39,False,True,True,,
C0237,"Earth Sciences New Zealand, New Zealand",6,delegates; delegates_raw,Earth Sciences New Zealand,Earth Sciences New Zealand,earth sciences new zealand,earth new sciences zealand,Earth Sciences New Zealand,token_key,low,2,39,False,True,True,,
C0567,Universidad Central de Venezuela,37,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Universidad Central de Venezuela,Universidad Central de Venezuela,universidad central de venezuela,central de universidad venezuela,Universidad Central de Venezuela,token_key,low,2,39,False,True,True,,
C0567,"Universidad Central de Venezuela, Venezuela, Bolivarian Republic of",2,delegates; delegates_raw,Universidad Central de Venezuela,Universidad Central de Venezuela,universidad central de venezuela,central de universidad venezuela,Universidad Central de Venezuela,token_key,low,2,39,False,True,True,,
C0085,Lingnan University,32,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Lingnan University,Lingnan University,lingnan university,lingnan university,Lingnan University,token_key,low,3,38,False,True,True,,
C0085,"Lingnan University, Hong Kong",4,delegates; delegates_raw,Lingnan University,Lingnan University,lingnan university,lingnan university,Lingnan University,token_key,low,3,38,False,True,True,,
C0085,"Lingnan University, United States",2,delegates; delegates_raw,Lingnan University,Lingnan University,lingnan university,lingnan university,Lingnan University,token_key,low,3,38,False,True,True,,
C0185,Chulalongkorn University,32,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Chulalongkorn University,Chulalongkorn University,chulalongkorn university,chulalongkorn university,Chulalongkorn University,token_key,low,2,38,False,True,True,,
C0185,"Chulalongkorn University, Thailand",6,delegates; delegates_raw,Chulalongkorn University,Chulalongkorn University,chulalongkorn university,chulalongkorn university,Chulalongkorn University,token_key,low,2,38,False,True,True,,
C0636,University of Perpignan - Domitia,34,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Perpignan - Domitia,University of Perpignan - Domitia,university of perpignan - domitia,domitia perpignan university,University of Perpignan - Domitia,token_key,low,2,38,False,True,True,,
C0636,"University of Perpignan - Domitia, France",4,delegates; delegates_raw,University of Perpignan - Domitia,University of Perpignan - Domitia,university of perpignan - domitia,domitia perpignan university,University of Perpignan - Domitia,token_key,low,2,38,False,True,True,,
