affiliation_key,affiliation_variant,group_key,source
icrs-a-00795,"World Wide Fund for Nature - Madagascar, Madagascar",world wide fund for nature - madagascar|madagascar,delegate_list|geocode_csv|programme
icrs-a-00796,"World Wide Fund for Nature - Malaysia, Malaysia",world wide fund for nature - malaysia|malaysia,delegate_list|geocode_csv|programme
icrs-a-00797,"World Wildlife Fund - Australia, Australia",world wildlife fund - australia|australia,delegate_list|geocode_csv
icrs-a-00798,"World Wildlife Fund - Indonesia, Indonesia",world wildlife fund - indonesia|indonesia,delegate_list|geocode_csv
icrs-a-00799,"World Wildlife Fund, Australia",world wildlife fund|australia,delegate_list|geocode_csv
icrs-a-00800,Wwf - Id,wwf - id|,programme
icrs-a-00801,"Yamaguchi University, Japan",yamaguchi university|japan,delegate_list|geocode_csv|programme
icrs-a-00802,"Yas Seaworld Research and Rescue Center, United Arab Emirates",yas seaworld research and rescue center|united arab emirates,delegate_list|geocode_csv|programme
icrs-a-00803,"Yayasan Almanustra, Indonesia",yayasan almanustra|indonesia,delegate_list|geocode_csv
icrs-a-00804,Yayasan Konservasi Alam Nusantara,yayasan konservasi alam nusantara|indonesia,display_alias
icrs-a-00804,"Yayasan Konservasi Alam Nusantara, Indonesia",yayasan konservasi alam nusantara|indonesia,delegate_list|display_alias|geocode_csv|programme
icrs-a-00805,"Yayasan WWF Indonesia, Indonesia",yayasan wwf indonesia|indonesia,delegate_list|geocode_csv|programme
icrs-a-00806,"Yirrganydji Gurabana Aboriginal Corporation, Australia",yirrganydji gurabana aboriginal corporation|australia,delegate_list|geocode_csv
icrs-a-00807,"Zhejiang University, China",zhejiang university|china,delegate_list|geocode_csv|programme
icrs-a-00808,"Zoological Society of London, Egypt",zoological society of london|egypt,delegate_list|geocode_csv|programme
icrs-a-00809,"Zoological Survey of India, India",zoological survey of india|india,delegate_list|geocode_csv|programme
